label,text
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
0, 
1, 
1, 
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
0,@中国警方在线 【#司机为救婴儿连闯红灯家属拒绝作证# 】#平安法治2020#广东东莞的网约车司机艾先生近日接到一张订单，乘客为一家三口带着一个婴儿，上车不久婴儿突发疾病失去知觉。艾先生连闯三个红灯将孩子送医，为此，他要面临被扣18分，并处以600元的罚款。交警表示需提供相关的医院证明，但婴儿家属却拒绝作证，称闯红灯跟他没关系。最终警方表示会通过监控视频和医院的记录来证实艾先生所说。艾先生也表示，虽然他无法理解患者家属的态度，但是并不后悔这么做。小调查：如果是你遇到这种情况，你会为司机作证吗？ http:
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
0,@新浪综艺 #姐姐成团之夜嘉宾阵容# #蔡徐坤成团夜见证官#《乘风破浪的姐姐》官宣成团夜嘉宾，@蔡徐坤 @孙坚  @陈赫 @尹正 @卡布叻_周深 @阿云嘎Musical《八佰》剧组@梁静 @李晨 @张宥浩 乐华七子@YH_NEXT_OFFICIAL  @张杰 加盟。 ??
0,@央视新闻 【#冒名顶替上大学拟将入刑#】一些地方出现的教育招考冒名顶替事件引起全社会关注，13日提请全国人大常委会会议审议的刑法修正案（十一）草案二审稿对此作出规定：盗用、冒用他人身份，顶替他人取得的高等学历教育入学资格、公务员录用资格、就业安置待遇的，处三年以下有期徒刑、拘役或者管制，并处罚金。组织、指使他人实施前款行为的，依照前款的规定从重处罚。
1, 
0,@天猫发言人 4982亿！感谢大家的参与。关?转，揪1人，你今年双11的所有订单，我买单！上限49999元！#天猫双十一成交总额4982亿# ??
0,@中新经纬 【警方通报：#3人伪造老干妈印章与腾讯签合同#，已被刑拘[话筒][话筒]】#警方通报腾讯遭遇诈骗#贵阳警方：3人伪造老干妈印章与腾讯签订合同，已被刑拘；此前，腾讯状告老干妈欠广告费，老干妈称腾讯遭遇诈骗。其目的是为了获取腾讯公司在推广活动中配套赠送的网络游戏礼包码，之后通过互联网倒卖非法获取经济利益。#财视频#http://t.cn/A6yh4SOm
0, 
0,@央视新闻 #央视315晚会完整曝光清单#【#央视315晚会曝光企业连夜排队回应#】昨晚，受疫情影响推迟的“3·15”晚会播出，海参养殖使用敌敌畏、汉堡王用过期面包做汉堡等违规违法操作被曝光。目前，①山东即墨已组织联合执法，将严惩违规使用敌敌畏涉事者；②汉堡王回应称对相关餐厅停业整顿调查；③趣头条成立专项工作组彻查…详情↓ http://t.cn/A6yjZqqk
1, 
0,@深圳生活攻略 【深圳住建局：#深圳购房追溯3年内离婚记录#】据深圳市住建局7月17日消息，7月15日，深圳市住房建设局等八个部门联合印发了《关于进一步促进我市房地产市场平稳健康发展的通知》。深圳市住建局发布房地产调控政策相关问题解答称，购房之日前3年内有一次以上离婚记录的，其拥有的住房套数按购房之日前3年历次离异时家庭总套数之和计算，即追溯3年内所有离婚记录。#深圳身边事#
0,@法师Holee #3人伪造老干妈印章与腾讯签合同# 鹅鹅鹅，南山必胜客，惨遭滑铁卢，不要笑腾讯，除非忍不住......鹅厂这波广告用心到让人心疼！其实么，塞翁失马，焉知非福。通过轮番几波热搜，我感觉鹅厂的风评已然发生了微妙变化。虽然承受了不少既定损失，却可能收获更多预期利益，比如，冲这份敬业和诚意，法师我相信接下来会有不少品牌方愿意与腾讯合作，没准儿就有老干妈。这里面涉及一些法律知识，简单说下：1.财产保全——鹅厂肯花大价钱对老干妈一千多万的资产做保全，可以说明一定问题，那就是鹅厂内心深信和他签合同的是
0, 
1, 
0,@天猫发言人 4982亿！感谢大家的参与。关?转，揪1人，你今年双11的所有订单，我买单！上限49999元！#天猫双十一成交总额4982亿# ??
1, 
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
0,@侃侃而娱 1#乘风破浪的姐姐最终成团名单# 《乘风破浪的姐姐》成团之夜开场，李宇春身穿Balmain黑色刺绣裙带来《无价之姐》首秀，与30位姐姐一起走秀，瞬间点燃全场，太飒了！[心]31位姐姐们都好美！春春与姐姐们的互动太有爱了。好喜欢最后李宇春和宁静的转圈互换C位，春春绅士，静静霸气。#综艺资讯# ??
0,@追爱虞书欣中 #3人伪造老干妈印章与腾讯签合同#那腾讯未经授权使用的老干妈所有素材是不是涉及侵权？ ??
0,@头条新闻 【贵阳警方：#3人伪造老干妈印章与腾讯签合同# 被刑拘】日前，腾讯状告老干妈欠广告费，老干妈称腾讯遭遇诈骗。7月1日，贵阳公安双龙分局通报，3人伪造老干妈公司印章，冒充该公司市场经营部经理与腾讯签订合作协议，目前3人已被刑拘。 ??
0,@头条新闻 【贵阳警方：#3人伪造老干妈印章与腾讯签合同# 被刑拘】日前，腾讯状告老干妈欠广告费，老干妈称腾讯遭遇诈骗。7月1日，贵阳公安双龙分局通报，3人伪造老干妈公司印章，冒充该公司市场经营部经理与腾讯签订合作协议，目前3人已被刑拘。 ??
1,@新浪科技 【#腾讯中午的辣椒酱突然不香了#】#3人伪造老干妈印章与腾讯签合同#消息一出，官方认证的腾讯B站账号发布动态称“中午的辣椒酱突然不香了”，网友：加点老干妈[doge]。http://t.cn/A6yhbN3r ??
1,@头条新闻 【贵阳警方：#3人伪造老干妈印章与腾讯签合同# 被刑拘】日前，腾讯状告老干妈欠广告费，老干妈称腾讯遭遇诈骗。7月1日，贵阳公安双龙分局通报，3人伪造老干妈公司印章，冒充该公司市场经营部经理与腾讯签订合作协议，目前3人已被刑拘。 ??
1,@时代少年团-刘耀文 #湖人总冠军#老詹永远滴神！！！湖人总冠军??#爱豆V力量#?#拍一张名叫快乐的照片# ??
1, 
1, 
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
1,@李现ing 恭喜！[鼓掌]#湖人总冠军# ??
0,@天猫发言人 4982亿！感谢大家的参与。关?转，揪1人，你今年双11的所有订单，我买单！上限49999元！#天猫双十一成交总额4982亿# ??
1, 
0,@凤凰周刊 【#丰巢快递柜超12小时将收费# 你有何看法？】丰巢快递柜开始向普通用户收取费用，4月30日起，普通用户可以免费保管12小时，超时后每12小时收取0.5元，3元封顶。法律界人士认为，若擅自将快件存入快递柜，收件人就没有义务付费。 据了解，全国丰巢服务用户数量达2亿。#丰巢公开致信用户##丰巢快递柜4月30日起收费##丰巢回应杭州宣布停用小区# http://t.cn/A6Ac9o2O #上海快递员未按消费者意愿投送可投诉#
0,@京城最pretty #老干妈上架1000瓶辣椒酱回应腾讯# #老干妈回应被腾讯起诉# #老干妈上架1000瓶辣椒酱回应腾讯# #老干妈漂移火辣辣# #3人伪造老干妈印章与腾讯签合同# 油管博主采访纽约路人第一次吃老干妈火爆世界的华人第一女神的魅力如何？  http://t.cn/A6yZK0kq ??
0,@苏群 #NBA总决赛#?恭喜湖人总冠军！和徐老师决定给大家送波福利，转发参与抽奖，送10件詹姆斯连帽卫衣，25号开！ 有脱发、植发问题，大家也可以私信问徐老师@毛发医生徐鲁 ??
0,@滴滴出行 感谢东莞热心肠的艾师傅我们关注到“广东东莞的网约车司机艾先生为救婴儿连闯红灯家属拒绝作证”的报道，经核实该订单为滴滴平台订单。 目前，滴滴出行已实现行程中全程录音，且艾师傅车内安装了桔视录像设备，可以进行行程中录像。基于用户个人隐私的保护，行程中的车内录音录像内容均加密保护，调取使用需要经过司机、乘客双方授权。在警方提起调证流程后，平台已将车内录音录像提供给警方。此外，滴滴已积极向警方提供其他证明素材，包括行车记录仪拍摄的车外录像及其他证明资料，尽力协助艾师傅还原真相。感谢艾师傅的善意之举，我
0,@爱豆篇 #乘风破浪的姐姐成团之夜# 蔡徐坤助阵演唱《情人》，那段双人舞真的绝了，要命了，太撩了吧，你们觉得呢 http://t.cn/A64fQoaj ??
1, 
0,@蜀黍家 完整总结腾讯和老干妈这波惊天大瓜[doge]1.媒体报道老干妈拖欠腾讯千万广告费，被腾讯诉至法院。2.腾讯真的很努力很努力帮老干妈打了大半年广告3.老干妈方面初步回应：没找腾讯打广告，腾讯被骗了。4.已经两年没更新的老干妈公号连夜出公告：没和腾讯合作，已经报警了。5.第二天，贵阳警方出公告：三人伪造印章冒充老干妈经理，与腾讯签合同倒卖游戏码获利，已被刑拘。6.腾讯：辣椒酱突然不香了。7.支付宝：愿天下无假章。8.老干妈：什么都没干，一分钱都没花，被骗子帮打了腾讯价值千万的广告，今天更提微博热搜第
0,@篮球动图大全 昨天的洛杉矶湖人球迷之夜！都是倾巢出动庆祝湖人时隔十年再夺冠啊！[傻眼][傻眼][傻眼]#湖人总冠军##科比你看到了吗##詹姆斯第四次当选fmvp# ??
1, 
0,@凤凰网娱乐 【#阿云嘎男团舞#】在今晚#乘风破浪的姐姐成团之夜# 的助力表演中，实力vocal#阿云嘎[超话]# 难得大秀了一把舞技[憧憬]注意到嘎嘎今天特别为姐姐舞台打造的断眉造型了吗，你们给嘎嘎的表现打多少分[哈哈]  http://t.cn/A64fiioW ??
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
0,@天猫发言人 4982亿！感谢大家的参与。关?转，揪1人，你今年双11的所有订单，我买单！上限49999元！#天猫双十一成交总额4982亿# ??
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
1, 
1, 
1, 
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
1, 
0,@苏群 #NBA总决赛#?恭喜湖人总冠军！和徐老师决定给大家送波福利，转发参与抽奖，送10件詹姆斯连帽卫衣，25号开！ 有脱发、植发问题，大家也可以私信问徐老师@毛发医生徐鲁 ??
0,@广州全城排行榜 #司机为救婴儿连闯红灯家属拒绝作证#【司机为救婴儿连闯红灯家属拒绝作证[费解]】广东东莞的网约车司机艾先生近日接到一张订单，乘客为一家三口带着一个婴儿，上车不久婴儿突发疾病失去知觉。艾先生连闯三个红灯将孩子送医，为此，他要被扣18分，并处以600元的罚款。交警表示需提供相关的医院证明，但婴儿家属却拒绝作证，称闯红灯跟他没关系。艾先生说，虽然他无法理解患者家属的态度，但是并不后悔这么做。（南方卫视）http://t.cn/A6q5PbPP #广州[地点]##广州身边事#
0,@玩Switch的呆呆兽 吃完了腾讯老干妈的瓜，这并不是QQ飞车里有个老干妈时装这种简单的广告，这已经是强行逼着职业选手狂吃+尬吹老干妈甚至老干妈烹饪节目这种深度广告合作！假如真如老干妈所说的腾讯被人骗了，那就是名副其实的大型行为艺术了[允悲][允悲]随便剪了两个视频你们感受下#老干妈回应被腾讯起诉# #3人伪造老干妈印章与腾讯签合同#http://t.cn/A6yvuNQW
0,@pbmmafsahf #3人伪造老干妈印章与腾讯签合同#她，全中国最火辣的女人他，全中国最无情的资本一场商战，将本不可能有交集的两人紧紧系到一起欢喜冤家，他告她诈骗同舟共济，她替他报警欢迎阅读今年阅文金榜小说－－《总裁虐身虐心：千万契约情人》 ??
1, 
1, 
0,@BALMAINPARIS #乘风破浪的姐姐# 成团之夜，@蔡徐坤 身着#BALMAIN2020早秋系列#六粒扣刺绣西装惊喜助阵！一首《情人》热力开唱，超凡舞台表现力尽情释放迷人魅力。#BALMAINARMY# ??
1, 
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
1,@乘风破浪的姐姐 【#乘风破浪的姐姐#成团之夜】乐华NEXT @YH_NEXT_OFFICIAL  带来《Blah-Blah（丛林法则）》惊喜助阵成团之夜，弟弟们火力全开为姐姐加油，有人说姐姐们的乘风破浪也有着自己的法则，但是她们却毫无畏惧，勇往直前，这也许就是姐姐们对待比赛，对待“丛林法则”的态度~ http://t.cn/A64ficzR ??
1, 
0,@乘风破浪的姐姐 【#乘风破浪的姐姐#成团之夜】听过了姐姐们的《情人》，再来听听原唱@蔡徐坤 不一样的风格，不一样的感受，光影之间，夜色撩人，每一句都唱到心里，让人“小鹿乱撞”~  [可怜] http://t.cn/A64fIxN4 ??
1, 
0,@红星新闻 【#司机为救婴儿连闯红灯家属拒绝作证# 】广东东莞的网约车司机艾先生近日接到一张订单，乘客为一家三口带着一个婴儿，上车不久婴儿突发疾病失去知觉。艾先生连闯三个红灯将孩子送医，为此，他要被扣18分，并处以600元的罚款。交警表示需提供相关的医院证明，但婴儿家属却拒绝作证，称闯红灯跟他没关系。艾先生说，虽然他无法理解患者家属的态度，但是并不后悔这么做。（南方卫视）http://t.cn/A6q5PbPP
0,@新浪新闻客户端 【#315晚会曝光汇总#：今年这些企业被曝光】2020年3·15晚会延期四个月终于播出：养海参整箱放敌敌畏；汉堡王用过期面包做汉堡、汉堡王鸡腿排保质期随意改；旧袜子旧内衣是毛巾生产原料；宝骏560变速箱故障；万科精装房漏水，精装修还是“惊”装修；套路推销，插翅难逃；趣头条广告藏猫腻；嗨学网退费为何这么难......近五年3·15晚会曝光企业回顾↓↓直击2020年央视315晚会↓↓http://t.cn/A6yW1nSl
0,@百度搜索 手里的瓜突然不香了……有一说一，这事与我无关。请大家不传谣不信谣，理性吃瓜。#3人伪造老干妈印章与腾讯签合同# ??
0,@乘风破浪的姐姐 【#乘风破浪的姐姐#成团之夜】乐华NEXT @YH_NEXT_OFFICIAL  带来《Blah-Blah（丛林法则）》惊喜助阵成团之夜，弟弟们火力全开为姐姐加油，有人说姐姐们的乘风破浪也有着自己的法则，但是她们却毫无畏惧，勇往直前，这也许就是姐姐们对待比赛，对待“丛林法则”的态度~ http://t.cn/A64ficzR ??
0,@吃瓜大当家 乘风破浪的姐姐成团之夜名单！宁静、万茜、孟佳、黄龄、郁可唯、张雨绮、李斯丹妮！ ???恭喜各位姐姐们[好喜歡] ??
0,@南方都市报 #视频还原司机为救婴儿连闯红灯#【视频还原东莞网约车司机为救婴儿连闯红灯过程，警方：已撤销处罚】#不能让好人做好事后寒了心#12月14日，广东东莞常平公安分局通报“网约车司机为救婴儿连三闯红灯”事件调查结果，常平警方已依法对该事件产生的交通违法记录进行撤消。12月8日，司机艾先生在接送四名乘客途中，乘客中一位婴儿突然失去知觉，遂驾车连闯三次红灯，紧急将送婴儿医院救治。事后婴儿同行家属拒绝为这一特殊情况作证。经多方核查，警方证实司机艾先生所反映的情况属实。艾先生表示：经历这个事情，自己并不后悔
1,@新浪科技 【#腾讯中午的辣椒酱突然不香了#】#3人伪造老干妈印章与腾讯签合同#消息一出，官方认证的腾讯B站账号发布动态称“中午的辣椒酱突然不香了”，网友：加点老干妈[doge]。http://t.cn/A6yhbN3r ??
0,@央视财经 #315晚会#【#汉堡王用过期面包做汉堡#，鸡腿排保质期随意改】全球大型连锁企业汉堡王，宣称“味道为王、食物新鲜”“每一个皇堡都符合汉堡王的皇冠标准”，然而315晚会接到内幕人士举报，汉堡王的标准在实际执行中，存在严重问题。在南昌市汉堡王红谷滩天虹店，记者发现在制作汉堡的过程中，员工煞费心机地操作，就为了少放一片西红柿，或者一片芝士。随着调查的深入，记者的发现更加令人震惊。当班经理发现面包到期后，很自然地吩咐员工更换标签。员工将这批汉堡上旧的标签撕掉，换上了新的标签。第二天记者发现，这批过了保
0,@新浪综艺 #阿朵粉丝侠气应援#姐姐直播，今晚姐姐成团之夜，粉丝带着斗笠和酒为@阿朵 应援！现场拉横幅“江湖有酒，还有我们”，朵朵子的排面安排上了！http://t.cn/A64f4BOc ??
0,@鞋客大叔 詹姆斯?  ? ?? ?????#NBA##湖人总冠军# ??
1, 
0,@思想火炬 #思想微评#11552【#网约车司机闯红灯送患儿事件现乌龙# ：#司机闯红灯送患儿事件医院给错电话# [话筒]】12月8日，广东东莞网约车司机艾先生车上的一名婴儿突发疾病，艾先生连闯三个红灯紧急救人，事后联系乘客望作证以撤销罚单时，“乘客”却称“跟我没关系”。舆论被引爆，乘客被指“冷血”。12月14日晚，当事乘客桂先生报警，称自己是网络视频中的当事人，可他却并没有接到任何网约车司机寻求帮助的电话和信息，警方随即介入调查。经过警方核实，医院当时给艾先生的联系方式并非当事乘客的，而是与当事乘客同时
0,@成都文理学院 #成都文理学院[超话]#???湖！人！总！冠！军！#湖人总冠军# 不知道今天的比赛大家有没有看呢？[鼓掌][鼓掌][鼓掌]感谢勒布朗詹姆斯！恭喜洛杉矶湖人时隔十年再夺NBA总冠军！?这是湖人队史拿到的第17次冠军，这也是勒布朗詹姆斯拿到的第四冠。[羞嗒嗒][羞嗒嗒][羞嗒嗒]老大，#科比你看到了吗# 我们夺冠了Kobe This is for you??????#瓦妮莎祝贺湖人夺冠#(策划:傅思懿)(视频:王晓欢) http://t.cn/A6ba0Tjk
0,@头条新闻 【司机为救婴儿连闯红灯，事后家属拒作证，警方取消处罚】#闯红灯被家属拒作证司机处罚取消# 广东东莞的网约车司机艾先生近日接到一张订单，乘客为一家三口带着一个婴儿，上车不久婴儿突发疾病失去知觉。艾先生连闯三个红灯将孩子送医，为此，他要面临被扣18分，并处以600元的罚款。交警表示需提供相关的医院证明，但婴儿家属却拒绝作证，称闯红灯跟他没关系。#司机为救婴儿连闯红灯家属拒绝作证#警方表示会通过监控视频和医院的记录来证实艾先生所说。艾先生也表示，虽然他无法理解患者家属的态度，但是并不后悔这么做。刚刚
0,@看看新闻KNEWS 【网约车司机为救婴儿连闯三红灯 事后家属却拒绝作证】广东东莞的网约车司机艾先生近日接到一张订单，乘客为一家三口带着一个婴儿，上车不久婴儿突发疾病失去知觉。艾先生连闯三个红灯将孩子送医，为此，他要被扣18分，并处以600元的罚款。交警表示需提供相关的医院证明，但婴儿家属却拒绝作证，称闯红灯跟他没关系。艾先生说，虽然他无法理解患者家属的态度，但是并不后悔这么做。（南方卫视）http://t.cn/A6q5PbPP
1, 
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
0,@NBA #NBA总决赛#【湖人球员拥抱庆祝】第十七冠终到来！终场哨音响起的一瞬间，湖人球员纷纷冲进场内拥抱庆祝！在这个跌宕起伏的赛季，经历一波三折的旅程，湖人终于再次夺下总冠军！#NBA花絮# #湖人总冠军#  http://t.cn/A6baV9bM ??
1,@最高人民检察院 【喜报！112个检察院获全国文明单位称号】11月20日，中央文明委隆重表彰第六届全国文明城市、文明村镇、文明单位、第二届全国文明校园、文明家庭和新一届未成年人思想道德建设先进典型。共有112个检察院获得全国文明单位称号，3个集体获得全国未成年人思想道德建设工作先进单位称号， 2名检察官获得全国未成年人思想道德建设工作先进工作者称号。 http://t.cn/A6GHogUp
1,@卡布叻_周深 啊啊啊啊啊啊啊 我终于排上号了！！啊啊啊啊啊啊啊 翻山越岭赶来啦！！@万茜 @张雨绮 俗话说“不打不相识”??♂?三分钟已经过了，您们现在知道我的全部信息了吧！先行一步！现场为茜茜姐、小雨姐、李斯团的姐姐们加油打气！！永远美丽闪亮 slay全场！姐姐们乘风破浪！！勇往直前！！ http://t.cn/A64f58m6
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
0,@头条新闻 【贵阳警方：#3人伪造老干妈印章与腾讯签合同# 被刑拘】日前，腾讯状告老干妈欠广告费，老干妈称腾讯遭遇诈骗。7月1日，贵阳公安双龙分局通报，3人伪造老干妈公司印章，冒充该公司市场经营部经理与腾讯签订合作协议，目前3人已被刑拘。 ??
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
1, 
0, 
0,@平安东莞 【广东网约车司机闯红灯送患儿事件现“乌龙”，当事乘客出面回应】12月8日，东莞网约车司机艾先生车上的一名婴儿突发疾病，艾先生连闯三个红灯紧急救人，事后联系乘客望作证以撤销罚单时，“乘客”却称“跟我没关系”。舆论被引爆，乘客被指“冷血”。12月14日晚，当事乘客桂先生报警，称自己是网络视频中的当事人，可他却并没有接到任何网约车司机寻求帮助的电话和信息，警方随即介入调查。经过警方调查，12月8日当天，艾先生将乘客送到医院后，乘客立即将孩子送医治疗，未留下任何联系方式，艾先生因处理违章的需要，只能通
0,@人民日报数字传播 【小调查！你如何看待家属拒绝为救人司机作证？】近日，广东东莞网约车#司机为救婴儿连闯红灯家属拒绝作证#引发关注。http://t.cn/A6q5Yw8x ??
1, 
0,@虎牙直播 #腾讯中午的辣椒酱突然不香了#保护。QAQ要不，恰饭配个直播更香咯？[大侦探皮卡丘微笑]#3人伪造老干妈印章与腾讯签合同# ??
0,@王者荣耀神吐槽 腾讯告老干妈拖欠广告费，老干妈表示你被骗了，骗腾讯的那3人还是为了腾讯公司在推广活动中配套赠送的网络游戏礼包码。啊这，不知道该从何槽起[吃瓜]#3人伪造老干妈印章与腾讯签合同# ??
0,@头条新闻 【贵阳警方：#3人伪造老干妈印章与腾讯签合同# 被刑拘】日前，腾讯状告老干妈欠广告费，老干妈称腾讯遭遇诈骗。7月1日，贵阳公安双龙分局通报，3人伪造老干妈公司印章，冒充该公司市场经营部经理与腾讯签订合作协议，目前3人已被刑拘。 ??
1, 
1,@中国警方在线 【#司机为救婴儿连闯红灯家属拒绝作证# 】#平安法治2020#广东东莞的网约车司机艾先生近日接到一张订单，乘客为一家三口带着一个婴儿，上车不久婴儿突发疾病失去知觉。艾先生连闯三个红灯将孩子送医，为此，他要面临被扣18分，并处以600元的罚款。交警表示需提供相关的医院证明，但婴儿家属却拒绝作证，称闯红灯跟他没关系。最终警方表示会通过监控视频和医院的记录来证实艾先生所说。艾先生也表示，虽然他无法理解患者家属的态度，但是并不后悔这么做。小调查：如果是你遇到这种情况，你会为司机作证吗？ http:
0, 
1, 
0,@女球 一名经纪人批评詹姆斯:关于他不好的一点，唯一的一点，所有人都不敢说，但我敢说，因为这是事实。而且这在经纪人圈子里是公开的秘密。勒布朗最糟糕的一点就是和里奇-保罗一起做经纪人生意，事实上，以球员身份做经纪人生意，这是违规的。是的，那些球员的经纪人是里奇-保罗，但真的是詹姆斯把他们招募到里奇-保罗旗下的！这位经纪人是伦纳德舅舅吧！[笑cry][笑cry][笑cry]2012年，詹姆斯的商业伙伴保罗成立Klutch Sports Group经纪公司，目前这家公司已经发展壮大，旗下拥有:詹姆斯、戴维斯、本
1, 
0,@圈内教父 #张萌袁咏琳四手联弹##张萌袁咏琳舞台太好哭了#《乘风破浪的姐姐》成团之夜直播终于来了！张萌袁咏琳四手联弹《三十而励，乘风破浪》，绝美舞台建议反复观赏！没想到除了日常欢乐喜剧人，萌萌子正经弹琴起来真的优雅又大方，太酷了！ ??
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
0, 
0,@乘风破浪的姐姐 弟弟们来给姐姐加油啦！@YH_NEXT_OFFICIAL  一起助力成团吗？都是7个人的那种！?#乘风破浪的姐姐#成团之夜http://t.cn/A64t9NcU  20:00湖南娱乐频道&芒果TV现场同步直播！ ??
0,@李鑫一Rex 一个赛季结束了，湖人总冠军！！湖人总冠军！湖人总冠军！！????? ??
1,@颜王大话重庆楼 #3人伪造老干妈印章与腾讯签合同#腾讯果然、竟然被骗了，那么低级的骗子及手段，好臊皮哟，弄了半天是腾讯强行蹭了老干妈被打脸 。支付宝:希望天下无假章。 ??
0,@中国警方在线 【#司机为救婴儿连闯红灯家属拒绝作证# 】#平安法治2020#广东东莞的网约车司机艾先生近日接到一张订单，乘客为一家三口带着一个婴儿，上车不久婴儿突发疾病失去知觉。艾先生连闯三个红灯将孩子送医，为此，他要面临被扣18分，并处以600元的罚款。交警表示需提供相关的医院证明，但婴儿家属却拒绝作证，称闯红灯跟他没关系。最终警方表示会通过监控视频和医院的记录来证实艾先生所说。艾先生也表示，虽然他无法理解患者家属的态度，但是并不后悔这么做。小调查：如果是你遇到这种情况，你会为司机作证吗？ http:
1,@TFBOYS-王俊凯 #英雄联盟9周年#因为热爱，所以联盟！未来，和所有召唤师，战在一起！（回来复盘了一下，操作问题不大，就是狠话没放好，早知道就邀首歌）@英雄联盟 ??
0,@新京报 【#司机为救婴儿连闯红灯家属拒绝作证#】广东东莞的网约车司机艾先生近日接到一张订单，乘客为一家三口带着一个婴儿，上车不久婴儿突发疾病失去知觉。艾先生连闯三个红灯将孩子送医，为此，他要被扣18分，并处以600元的罚款。交警表示需提供相关的医院证明，但婴儿家属却拒绝作证，称闯红灯跟他没关系。艾先生说，虽然他无法理解患者家属的态度，但是并不后悔这么做。（南方卫视）http://t.cn/A6q5PbPP
0,@济南时报 【#济南# 第一！[中国赞]#济南再获全国文明城市荣誉称号#】2020年11月10日，中央文明委公布第六届全国文明城市名单和复查确认继续保留荣誉称号的往届全国文明城市名单，济南市再获全国文明城市荣誉称号。中央文明办公布第六届全国文明城市入选城市名单和复查确认保留荣誉称号的前五届全国文明城市名单党的十八大以来，全国各地坚持以习近平新时代中国特色社会主义思想为指导，深入学习贯彻习近平总书记关于加强社会主义精神文明建设的重要指示精神，增强“四个意识”，坚定“四个自信”，做到“两个维护”，大力培育和践
0,@上海生活资讯头条 【上海108小区停用丰巢之后，#小区物业自费万元购买快递柜#】随着丰巢事件的发酵，南京、杭州、上海等多个小区相继宣布停用丰巢，更有不少小区物业和业主自发购买快递柜。据国内某知名批发平台的数据显示，近一周#全国快递柜交易额暴涨1400%#。之前上海一小区82%的业主表示支持停用丰巢，而根据商家提供的对话截图显示，一小区物业拿出3万多自费购买快递柜，而多数业主均表示支持。  http://t.cn/A6Amib8A
0,@麻吉克-Johnson 抽雪茄只抽冠军雪茄，抽别的咳嗽[doge]#湖人总冠军##湖人国度##洛杉矶湖人[超话]# http://t.cn/A6baJ8K7 ??
0,@Tatyana #蔡徐坤[超话]# ?#蔡徐坤情人改编版舞台# ?#乘风破浪的姐姐成团之夜# 破手机带来的《情人》FO@蔡徐坤 http://t.cn/A64f6Llo ??
0,@头条新闻 【贵阳警方：#3人伪造老干妈印章与腾讯签合同# 被刑拘】日前，腾讯状告老干妈欠广告费，老干妈称腾讯遭遇诈骗。7月1日，贵阳公安双龙分局通报，3人伪造老干妈公司印章，冒充该公司市场经营部经理与腾讯签订合作协议，目前3人已被刑拘。 ??
